iter	Logloss
192	0.6021416618
193	0.6021120482
194	0.6020758631
195	0.6020056011
196	0.6019825632
197	0.6019518411
198	0.6019339175
199	0.6019022857
200	0.6018764585
201	0.6018466987
202	0.6017915887
203	0.6017511948
204	0.6017041112
205	0.6016593806
206	0.60163408
207	0.6015676946
208	0.6014980857
209	0.6014681778
210	0.6014545093
211	0.6014397902
212	0.6013872709
213	0.6013511062
214	0.60132153
215	0.6013095186
216	0.6012656063
217	0.6012482213
218	0.6012289575
219	0.6011952597
220	0.6011681223
221	0.6011610783
222	0.6011329982
223	0.6010778152
224	0.6010507624
225	0.6010323491
226	0.6010040047
227	0.6009828756
228	0.6009295632
229	0.6009234664
230	0.6008885012
231	0.6008575813
232	0.600827403
233	0.6008003526
234	0.6007620225
235	0.6007423754
236	0.6007376331
237	0.6007166845
238	0.6007045746
239	0.6006756531
240	0.6006384562
241	0.6006162736
242	0.6005780709
243	0.6005082909
244	0.600484471
245	0.6004216738
246	0.600388787
247	0.6003817238
248	0.6003601777
249	0.6003523196
250	0.6003271487
251	0.6002759917
252	0.6002130907
253	0.6001870682
254	0.6001839035
255	0.6001154319
256	0.6000901332
257	0.6000727677
258	0.6000227232
259	0.6000118895
260	0.5999937954
261	0.5999710921
262	0.5999462118
263	0.5999332901
264	0.599899179
265	0.5998373112
266	0.5997986596
267	0.5997752833
268	0.5997341407
269	0.5997007847
270	0.5996795362
271	0.5996607558
272	0.5996388807
273	0.5996294096
274	0.5996040619
275	0.5995785083
276	0.5995383419
277	0.5995090845
278	0.5994951672
279	0.5994874216
280	0.5994429518
281	0.5994149834
282	0.5993926722
283	0.5993550644
284	0.5993246654
285	0.599307357
286	0.5992789026
287	0.5992367272
288	0.5992055792
289	0.5991837826
290	0.5991622511
291	0.59915704
292	0.5991433646
293	0.5991303898
294	0.5991089573
295	0.5990984167
296	0.5990915213
297	0.5990595573
298	0.599013694
299	0.5989613024
300	0.5989388335
301	0.5989192911
302	0.598908718
303	0.5988646688
304	0.5988551079
305	0.5988478419
306	0.5988425366
307	0.5988287349
308	0.5987947217
309	0.5987688716
310	0.5987552818
311	0.598745793
312	0.5987334584
313	0.5987146802
314	0.598688444
315	0.5986833936
316	0.5986708835
317	0.5986634903
318	0.5986154382
319	0.5985960991
320	0.5985809645
321	0.5985604447
322	0.598547294
323	0.5985268958
324	0.5985019932
325	0.5984845563
326	0.598470415
327	0.5984667105
328	0.5984330477
329	0.5984252099
330	0.5983991258
331	0.5983705199
332	0.5983358187
333	0.598305581
334	0.5982905756
335	0.5982530975
336	0.598221753
337	0.5981751042
338	0.5981709529
339	0.5981637351
340	0.5981218838
341	0.5980982333
342	0.5980628745
343	0.5980439151
344	0.5980340193
345	0.5979922808
346	0.5979530062
347	0.5979309172
348	0.597912304
349	0.5978663809
