mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
4.713427305221558,0.19630975932514497,0.2562541961669922,0.018536378526529566,0.01,3,100,0.7,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",0.296132641478839,0.3030646992054484,0.29693137135676356,0.29870957068035037,0.0030967564436642915,35
2.645042975743612,0.028815254351780468,0.31908973058064777,0.009516622816739803,0.01,3,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.296132641478839,0.3030646992054484,0.29693137135676356,0.29870957068035037,0.0030967564436642915,35
12.628516038258871,0.8219155939654641,0.7143754959106445,0.10649743779034,0.01,3,300,0.7,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.7}",0.30002432300956705,0.3157126641803146,0.308646479387085,0.3081278221923222,0.006415230114693332,33
6.198371013005574,0.5460879825727574,0.7175745169321696,0.028482081330018037,0.01,3,300,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 1.0}",0.2984433273877088,0.305456461812875,0.3080789655032632,0.30399291823461566,0.004067583256888486,34
21.99287994702657,1.7335368103320161,1.3520480791727703,0.08652094595709427,0.01,3,500,0.7,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500, 'subsample': 0.7}",0.3283200908059024,0.33642776066158586,0.32834731849689897,0.3310317233214624,0.003815590785954749,27
11.268373489379883,2.015594226207945,1.7051496505737305,0.36700311885056874,0.01,3,500,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500, 'subsample': 1.0}",0.3282390141073456,0.33411707475271607,0.32871214885078437,0.3303560792369487,0.002666430769596827,28
7.962366422017415,0.7650355120000664,0.6187252998352051,0.10317272803316,0.01,6,100,0.7,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.7}",0.31332090157288794,0.3187530403761959,0.31407839798937937,0.31538411331282107,0.002402179895290087,31
3.8874879678090415,0.1057491106904842,0.4866640567779541,0.014189089050543604,0.01,6,100,1.0,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",0.3138884384627858,0.3176585049456786,0.3129433702217358,0.31483010454340005,0.0020368562576950733,32
16.49260449409485,1.4617842329453217,1.6870561440785725,0.4006414315166588,0.01,6,300,0.7,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.7}",0.3530079455164586,0.3593724663531701,0.3590741416352507,0.3571515178349598,0.002932478255482615,23
10.810812075932821,0.4899307065878077,1.7352952162424724,0.2912248246175391,0.01,6,300,1.0,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300, 'subsample': 1.0}",0.3544673260904816,0.357223933841414,0.3597632656370343,0.3571515085229766,0.002162664712840515,24
